"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_PassEndY","type_value_Angle","type_value_Length","type_value_PassEndX","type_value_Zone","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_Foul","type_value_FreekickTaken","type_value_ThrowIn","type_value_Chipped","type_value_LeftFoot","type_value_Cross","type_value_MissRight","type_value_MissLeft","type_value_CornerTaken","type_value_HighClaim","type_value_KeeperThrow","type_value_LayOff","type_value_OtherBodyPart","type_value_IntentionalAssist","type_value_RightFoot","type_value_ShotAssist","type_value_BigChanceCreated","type_value_KeyPass","type_value_SetPiece","type_value_GoalMouthY","type_value_BoxCentre","type_value_FirstTouch","type_value_Assisted","type_value_Volley","type_value_BigChance","type_value_GoalMouthZ","type_value_RelatedEventId","type_value_GoalKick","type_value_Head","type_value_Blocked","type_value_BlockedX","type_value_BlockedY","type_value_RegularPlay","type_value_LowRight","type_value_OutfielderBlock","type_value_LowCentre","type_value_FromCorner","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_FastBreak","type_value_OverRun","type_value_AerialFoul","type_value_GoalDisallowed","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HighLeft","type_value_Penalty","type_value_Yellow","type_value_DivingSave","type_value_KeeperMissed","type_value_MissHigh","type_value_LastMan","type_value_BlockedCross","type_value_LowLeft","type_value_BoxLeft","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_HighCentre","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_ParriedDanger","type_value_Throughball","type_value_LeadingToAttempt","type_value_OneOnOne","value_StandingSave","value_PassEndY","value_Angle","value_Length","value_PassEndX","value_Zone","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_Foul","value_FreekickTaken","value_ThrowIn","value_Chipped","value_LeftFoot","value_Cross","value_MissRight","value_MissLeft","value_CornerTaken","value_HighClaim","value_KeeperThrow","value_LayOff","value_OtherBodyPart","value_IntentionalAssist","value_RightFoot","value_ShotAssist","value_BigChanceCreated","value_KeyPass","value_SetPiece","value_GoalMouthY","value_BoxCentre","value_FirstTouch","value_Assisted","value_Volley","value_BigChance","value_GoalMouthZ","value_RelatedEventId","value_GoalKick","value_Head","value_Blocked","value_BlockedX","value_BlockedY","value_RegularPlay","value_LowRight","value_OutfielderBlock","value_LowCentre","value_FromCorner","value_IndividualPlay","value_OutOfBoxCentre","value_FastBreak","value_OverRun","value_AerialFoul","value_GoalDisallowed","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HighLeft","value_Penalty","value_Yellow","value_DivingSave","value_KeeperMissed","value_MissHigh","value_LastMan","value_BlockedCross","value_LowLeft","value_BoxLeft","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_HighCentre","value_ParriedSafe","value_KeeperSaveObox","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_ParriedDanger","value_Throughball","value_LeadingToAttempt","value_OneOnOne","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1473,734.5,72,44.5,161,39.165,24.956,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,296363,45.99,24.344,NA,NA,NA,NA,NA,735,NA,NA,NA,NA,79.7916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01269174,0.01429128,0.00159954,"Wolves","Brighton",22,"Nelson Semedo","DMR",TRUE,0,6.65849785201333,-5.1240270578394,"N. Semedo",1473,85,"Wolves",1473
1474,735,72,48,161,45.99,24.344,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,296363,47.67,54.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.85,2812674189,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80.2","1.52","30.2","45.4","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01429128,0.0138454,-0.000445879999999999,"Wolves","Brighton",22,"Nelson Semedo","DMR",TRUE,-1.10229238523429,0,86.8151249052863,"N. Semedo",1474,85,"Wolves",1474
1475,736,72,50,161,47.985,56.236,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,431283,58.065,60.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8833333333333,2812674311,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89.7","0.44","11.1","55.3","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.0138454,0.01473596,0.000890559999999999,"Wolves","Brighton",24,"Toti Gomes","DC",TRUE,7.05265573639191,0,25.277722235553,"T. Gomes",1475,85,"Wolves",1475
1476,736.5,72,53.5,161,58.065,60.996,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,320242,57.225,38.896,NA,NA,NA,NA,NA,737,NA,NA,NA,NA,79.9416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01473596,0.01689528,0.00215932,"Wolves","Brighton",27,"Jean-Ricner Bellegarde","Sub",NA,0,6.11975757127976,-92.1767103165349,"J. Bellegarde",1476,85,"Wolves",1476
1477,737,72,57,161,57.225,38.896,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,320242,49.665,23.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,2812674385,80,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.6","4.26","17.1","47.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01689528,0.01429128,-0.002604,"Wolves","Brighton",27,"Jean-Ricner Bellegarde","Sub",NA,-8.29196546273603,0,-116.194016220632,"J. Bellegarde",1477,85,"Wolves",1477
1478,737.5,72,58.5,161,49.665,23.528,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,296363,54.075,19.176,NA,NA,NA,NA,NA,738,NA,NA,NA,NA,80.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01429128,0.01685596,0.00256468,"Wolves","Brighton",22,"Nelson Semedo","DMR",TRUE,0,3.27845481298029,-44.62073651274,"N. Semedo",1478,85,"Wolves",1478
1479,738,73,0,161,54.075,19.176,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,296363,67.305,2.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.05,2812674441,81,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.4","5.38","21.4","64.1","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01685596,0.0174506,0.00059464,"Wolves","Brighton",22,"Nelson Semedo","DMR",TRUE,3.79400817060665,0,-51.8854120126683,"N. Semedo",1479,85,"Wolves",1479
1480,738.5,73,1.5,161,67.305,2.312,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,402823,71.505,3.4,NA,NA,NA,NA,NA,739,NA,NA,NA,NA,80.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.0174506,0.02122129,0.00377069,"Wolves","Brighton",19,"Rodrigo Gomes","Sub",NA,0,3.87650317732602,14.523092131093,"R. Gomes",1480,85,"Wolves",1480
1481,739,73,3,161,71.505,3.4,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,402823,73.29,10.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1,2812674475,81,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.8","1.33","7.6","69.8","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.02122129,0.02401521,0.00279392,"Wolves","Brighton",19,"Rodrigo Gomes","Sub",NA,6.04436020881271,0,76.3388462930944,"R. Gomes",1481,85,"Wolves",1481
1482,740,73,3,161,73.605,10.472,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 38, 217, 218)",TRUE,94868,93.765,5.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1,2812674567,81,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.8","6.06","20.7","89.3","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,NA,NA,NA,"Wolves","Brighton",21,"Pablo Sarabia","Sub",NA,9.04801381557013,0,-12.5504723588046,"P. Sarabia",1482,85,"Wolves",1482
1483,617,73,7,211,12.6,61.88,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,109922,27.93,65.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1666666666667,2812674605,81,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.9","0.26","15.8","26.6","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.00779616,0.00977659,0.00198043,"Brighton","Wolves",4,"Adam Webster","DC",TRUE,13.1065888229828,0,14.6658998931421,"A. Webster",1483,86,"Brighton",1483
1484,618,73,9,211,28.875,64.804,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,484175,29.295,55.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,2812674659,81,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81.2","4.76","9.6","27.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.00977659,0.0105949,0.000818310000000001,"Brighton","Wolves",17,"Yankuba Minteh","AML",TRUE,3.49960259130106,0,-87.4917758491876,"Y. Minteh",1484,86,"Brighton",1484
1485,619,73,10,211,28.875,55.216,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,470690,39.48,57.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2166666666667,2812674681,81,NA,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84.2","0.19","10.8","37.6","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.0105949,0.01214719,0.00155229,"Brighton","Wolves",26,"Yasin Ayari","DMC",TRUE,9.50126045014996,0,10.8885328137323,"Y. Ayari",1485,86,"Brighton",1485
1486,620,73,12,211,39.9,55.76,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,39308,45.885,42.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.25,2812674775,81,178,141,213,212,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62.8","5.14","14.4","43.7","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01214719,0.01429128,0.00214409,"Brighton","Wolves",18,"Danny Welbeck","FW",TRUE,8.88807658913387,0,-65.3728086978466,"D. Welbeck",1486,86,"Brighton",1486
1487,620.5,73,13.5,211,45.885,42.704,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,471784,48.93,40.188,NA,NA,NA,NA,NA,621,NA,NA,NA,NA,80.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 02:10:52",31279,"Molineux Stadium","Michael Oliver","0 : 2",161,211,0.01429128,0.01484598,0.0005547,"Brighton","Wolves",8,"Brajan Gruda","Sub",NA,0,3.34191917250366,-39.5659888401038,"B. Gruda",1487,86,"Brighton",1487
