"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_Length","type_value_Zone","type_value_PassEndX","type_value_Longball","type_value_ThrowIn","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_HeadPass","type_value_KeeperThrow","type_value_RightFoot","type_value_Cross","type_value_BlockedCross","type_value_Chipped","type_value_Head","type_value_LayOff","type_value_OtherBodyPart","type_value_LeftFoot","type_value_Foul","type_value_FreekickTaken","type_value_GoalKick","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_RelatedEventId","type_value_Yellow","type_value_LeadingToGoal","type_value_IntentionalAssist","type_value_ShotAssist","type_value_RegularPlay","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_KeyPass","type_value_BigChance","type_value_BoxCentre","type_value_GoalMouthY","type_value_OneOnOne","type_value_LowRight","type_value_Assisted","type_value_GoalMouthZ","type_value_LeadingToAttempt","type_value_FirstTouch","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_BlockedY","type_value_BlockedX","type_value_DirectFreekick","type_value_MissHigh","type_value_OutOfBoxDeepLeft","type_value_Throughball","type_value_SmallBoxRight","type_value_OverRun","type_value_Blocked","type_value_BoxRight","type_value_OutfielderBlock","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_LastMan","type_value_BoxLeft","type_value_FastBreak","type_value_LowLeft","type_value_DivingSave","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_HighRight","type_value_FromCorner","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_SetPiece","type_value_LowCentre","type_value_SmallBoxLeft","type_value_ParriedSafe","type_value_KeeperSaveInSixYard","value_Angle","value_PassEndY","value_StandingSave","value_Length","value_Zone","value_PassEndX","value_Longball","value_ThrowIn","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_HeadPass","value_KeeperThrow","value_RightFoot","value_Cross","value_BlockedCross","value_Chipped","value_Head","value_LayOff","value_OtherBodyPart","value_LeftFoot","value_Foul","value_FreekickTaken","value_GoalKick","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_RelatedEventId","value_Yellow","value_LeadingToGoal","value_IntentionalAssist","value_ShotAssist","value_RegularPlay","value_BigChanceCreated","value_IntentionalGoalAssist","value_KeyPass","value_BigChance","value_BoxCentre","value_GoalMouthY","value_OneOnOne","value_LowRight","value_Assisted","value_GoalMouthZ","value_LeadingToAttempt","value_FirstTouch","value_IndividualPlay","value_OutOfBoxCentre","value_BlockedY","value_BlockedX","value_DirectFreekick","value_MissHigh","value_OutOfBoxDeepLeft","value_Throughball","value_SmallBoxRight","value_OverRun","value_Blocked","value_BoxRight","value_OutfielderBlock","value_MissLeft","value_MissRight","value_CornerTaken","value_LastMan","value_BoxLeft","value_FastBreak","value_LowLeft","value_DivingSave","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_HighRight","value_FromCorner","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_TeamFormation","value_SetPiece","value_LowCentre","value_SmallBoxLeft","value_ParriedSafe","value_KeeperSaveInSixYard","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
1116,550,58,50,30,38.85,33.728,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,330816,33.915,58.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.9166666666667,2810330815,61,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.76","86.7",NA,"25.7","Back","32.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01262646,0.00977659,-0.00284987,"Tottenham","West Ham",4,"Kevin Danso","DC",TRUE,-9.18787162557913,0,101.068205385851,"K. Danso",1116,79,"Tottenham",1116
1117,551,58,53,30,34.125,60.588,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,103837,38.325,66.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.9666666666667,2810330887,61,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.98","98.3",NA,"7.5","Back","36.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00977659,0.01126267,0.00148608,"Tottenham","West Ham",33,"Ben Davies","DC",TRUE,1.37247410887964,0,56.1243460869493,"B. Davies",1117,79,"Tottenham",1117
1118,552,58,55,30,38.22,66.844,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,362219,21.105,63.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,2810330975,61,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.31","94.1",NA,"17.4","Back","20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01126267,0.00844854,-0.00281413,"Tottenham","West Ham",24,"Djed Spence","DL",TRUE,-14.6737632708546,0,-170.52627791558,"D. Spence",1118,79,"Tottenham",1118
1119,552.5,58,56.5,30,21.105,63.988,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,103837,21.105,59.976,NA,NA,NA,NA,NA,553,NA,NA,NA,NA,61.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00844854,0.00844854,0,"Tottenham","West Ham",33,"Ben Davies","DC",TRUE,0,1.26910608757808,-90,"B. Davies",1119,79,"Tottenham",1119
1120,553,58,58,30,21.105,59.976,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,103837,9.765,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.05,2810331059,61,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.18","60.0",NA,"22.3","Back","9.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00844854,0.01082722,0.00237868,"Tottenham","West Ham",33,"Ben Davies","DC",TRUE,-7.65306855556589,0,-120.598550504736,"B. Davies",1120,79,"Tottenham",1120
1121,553.5,58,59.5,30,9.765,40.8,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,147863,8.295,37.944,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,61.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00941056,0.00941056,0,"Tottenham","West Ham",1,"Guglielmo Vicario","GK",TRUE,0,-1.30793304053709,-117.235146699303,"G. Vicario",1121,79,"Tottenham",1121
1122,554,59,1,30,8.295,37.944,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 36, 38, 215, 218)",TRUE,147863,14.805,5.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1,2810331293,62,213,141,178,212,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.91","8.2",NA,"33.0","Back","14.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00941056,0.00779616,-0.0016144,"Tottenham","West Ham",1,"Guglielmo Vicario","GK",TRUE,2.21762927989495,0,-78.6281261668534,"G. Vicario",1122,79,"Tottenham",1122
1123,554.5,59,3.5,30,14.805,5.576,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,429922,10.605,6.868,NA,NA,NA,NA,NA,555,NA,NA,NA,NA,61.1416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00779616,0.00779616,0,"Tottenham","West Ham",14,"Archie Gray","DR",TRUE,0,-3.64914718730029,162.901105576486,"A. Gray",1123,79,"Tottenham",1123
1124,555,59,6,30,10.605,6.868,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,429922,39.585,14.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1833333333333,2810331361,62,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25","20.8",NA,"29.9","Back","37.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.00779616,0.01214719,0.00435103,"Tottenham","West Ham",14,"Archie Gray","DR",TRUE,29.8547645259248,0,14.0939131508739,"A. Gray",1124,79,"Tottenham",1124
1125,556,59,8,30,39.585,14.144,"SecondHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,317804,39.585,14.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2166666666667,2810331373,62,NA,NA,178,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"Tottenham","West Ham",9,"Richarlison","FW",TRUE,0,0,0,"Richarlison",1125,79,"Tottenham",1125
1126,610,59,11,29,65.73,48.688,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,143595,65.415,59.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2666666666667,2810331477,62,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.60","88.1",NA,"11.2","Left","62.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01935132,0.0174506,-0.00190072,"West Ham","Tottenham",28,"Tomas Soucek","MC",TRUE,-5.38262026961143,0,91.608148925417,"T. Soucek",1126,79,"Tottenham",1126
1127,611,59,13,29,65.52,60.384,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 35, 38, 216, 218)",TRUE,319756,58.905,56.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.3,2810331507,62,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.62","83.7",NA,"7.5","Left","56.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,NA,NA,NA,"West Ham","Tottenham",10,"Lucas Paqueta","MC",TRUE,-3.99251703551681,0,-152.333638480164,"L. Paqueta",1127,79,"Tottenham",1127
1128,558,59,17,30,60.48,23.12,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 205, 36, 37, 217, 218)",TRUE,444751,71.295,56.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.3666666666667,2810331747,62,213,141,178,212,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.26","82.8",NA,"34.9","Left","67.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.01935132,0.02401521,0.00466389,"Tottenham","West Ham",28,"Wilson Odobert","FWR",TRUE,5.41364911106977,0,71.9486889337637,"W. Odobert",1128,79,"Tottenham",1128
1129,558.5,59,19.5,30,71.295,56.304,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,422885,81.165,51.952,NA,NA,NA,NA,NA,559,NA,NA,NA,NA,61.4083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.02401521,0.02953272,0.00551751,"Tottenham","West Ham",11,"Mathys Tel","FWL",TRUE,0,10.5772628199946,-23.7942230827581,"M. Tel",1129,79,"Tottenham",1129
1130,559,59,22,30,81.165,51.952,"SecondHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,422885,91.035,51.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.45,2810331851,62,213,141,178,212,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.26","76.1",NA,"9.9","Center","86.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.02953272,0.04066992,0.0111372,"Tottenham","West Ham",11,"Mathys Tel","FWL",TRUE,7.25580013145772,0,-1.18406028851678,"M. Tel",1130,79,"Tottenham",1130
1131,559.5,59,23,30,91.035,51.748,"SecondHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,362219,95.13,48.348,NA,NA,NA,NA,NA,560,NA,NA,NA,NA,61.4666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-05 01:09:11",62468,"London Stadium","Michael Oliver","1 : 1",29,30,0.04066992,0.06442595,0.02375603,"Tottenham","West Ham",24,"Djed Spence","DL",TRUE,0,5.16846774941684,-39.7021989777374,"D. Spence",1131,79,"Tottenham",1131
